mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Model__criterion,param_Model__min_samples_leaf,param_Model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.840517282485962,0.03677565998397532,0.2997726599375407,0.006495451855769877,gini,25,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 500}",0.8101580324437466,0.8005240085080726,0.8323637621458444,0.8143486010325546,0.013331994768266511,34
3.6451563040415444,0.0522665702901162,0.4874566396077474,0.0025465022339095276,gini,25,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 25, 'Model__n_estimators': 1000}",0.8100136054421769,0.8009270114557513,0.8325775918996258,0.8145060695991847,0.013306050910770929,24
2.2118492921193442,0.049040855822202085,0.1636842886606852,0.01415086447551182,gini,30,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 100}",0.8102459445316587,0.8001607824747102,0.8319235244174711,0.8141100838079467,0.013251833161001248,45
2.520277818044027,0.14966903078160393,0.19740955034891763,0.009059548039084847,gini,30,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 200}",0.8098095238095238,0.8004004907215114,0.832110101359496,0.8141067052968438,0.0132972222225639,46
2.9120608965555825,0.018755650617225745,0.31039635340372723,0.011648311448718137,gini,30,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 500}",0.8102700156985871,0.7999849266429959,0.8319486808590923,0.8140678744002251,0.01332261720871594,48
3.720941146214803,0.15063525894746227,0.49092857042948407,0.0059525658003244586,gini,30,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 30, 'Model__n_estimators': 1000}",0.8097770800627943,0.8001670630401286,0.8323952076978711,0.8141131169335981,0.013509607416670087,44
2.186617294947306,0.05558177009451321,0.17089168230692545,0.013767670808701683,gini,50,100,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 100}",0.808865515436944,0.7994385174515978,0.8298376361330357,0.8127138896738592,0.012705224446464327,60
2.35373322168986,0.04739353500916561,0.19514687856038412,0.007131190907695622,gini,50,200,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 200}",0.8095091575091575,0.7994625929523683,0.8300525140718846,0.8130080881778033,0.01273100429116653,59
3.0026378631591797,0.044889070225724595,0.3377685546875,0.03413432077795252,gini,50,500,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 500}",0.8095300889586604,0.7994709670395928,0.830626919488905,0.8132093251623861,0.01298270458566718,55
3.5307295322418213,0.06348004724954401,0.49509485562642414,0.011024403369615042,gini,50,1000,"{'Model__criterion': 'gini', 'Model__min_samples_leaf': 50, 'Model__n_estimators': 1000}",0.8093500784929356,0.7993526830575468,0.8307296416255254,0.8131441343920026,0.013087513829807287,56
